Ref,Eff Water Cement Ratio,Aggregate Cement Ratio,RCA %,Parent Concrete Strength,Nominal Maximum RCA Size,Nominal Max NA Size,Density RCA,Density NA,Water Absorption RCA,Water Absorption NA,Compressive Strength (Mpa),Flexural Strength (Mpa)
0,0.55,2.48,100,0,20,0,2570,0,3.5,0,37.1,0
0,0.45,2.75,20,0,20,0,2570,0,3.5,0,62.4,0
0,0.45,2.73,49,0,20,0,2570,0,3.5,0,55.8,0
0,0.45,2.69,100,0,20,0,2570,0,3.5,0,42,0
0,0.55,2.55,20,0,20,0,2570,0,3.5,0,45.3,0
0,0.55,2.51,49,0,20,0,2570,0,3.5,0,42.5,0
0,0.55,2.48,100,0,20,0,2570,0,3.5,0,38.1,0
0,0.65,3.06,100,0,19,0,2390,0,4.4,0,22.1,0
0,0.5,2.89,100,0,19,0,2390,0,4.4,0,25.1,0
0,0.48,2.75,100,0,19,0,2390,0,4.4,0,27.2,0
0,0.43,2.62,100,0,19,0,2390,0,4.4,0,28.7,0
0,0.4,2.39,100,0,19,0,2390,0,4.4,0,29.5,0
0,0.67,3.9,100,0,30,0,2520,0,3.8,0,18,0
0,0.66,3.89,100,0,30,0,2510,0,3.9,0,15.4,0
0,0.35,2.34,100,0,30,0,2520,0,3.8,0,36.4,0
0,0.36,2.34,100,0,30,0,2510,0,3.9,0,35.7,0
0,0.34,2,100,0,30,0,2520,0,3.8,0,44.4,0
0,0.55,2.55,20,0,20,0,2580,0,3.5,0,45.3,0
0,0.55,2.51,49,0,20,0,2580,0,3.5,0,42.5,0
0,0.55,2.48,100,0,20,0,2580,0,3.5,0,38.1,0
0,0.5,2.62,20,0,20,0,2580,0,3.5,0,51.7,0
0,0.5,2.6,49,0,20,0,2580,0,3.5,0,47.1,0
0,0.5,2.56,100,0,20,0,2580,0,3.5,0,43.4,0
0,0.45,2.75,20,0,20,0,2580,0,3.5,0,62.4,0
0,0.45,2.73,49,0,20,0,2580,0,3.5,0,56.8,0
0,0.45,2.69,100,0,20,0,2580,0,3.5,0,52.1,0
0,0.4,2.83,20,0,20,0,2580,0,3.5,0,69.6,0
0,0.4,2.81,49,0,20,0,2580,0,3.5,0,65.3,0
0,0.4,2.77,100,0,20,0,2580,0,3.5,0,58.5,0
0,0.5,2.88,29,0,25,0,2530,0,1.9,0,36.7,0
0,0.5,2.86,49,0,25,0,2530,0,1.9,0,38,0
0,0.5,2.83,100,0,25,0,2530,0,1.9,0,36,0
0,0.5,2.79,48,0,25,0,2400,0,6.2,0,30.4,0
0,0.5,2.68,100,0,25,0,2400,0,6.2,0,29.5,0
0,0.5,2.49,20,0,20,0,2338,0,5.2,0,47.4,0
0,0.5,2.48,50,0,20,0,2338,0,5.2,0,47.3,0
0,0.5,2.3,100,0,20,0,2338,0,5.2,0,54.8,0
0,0.4,3.07,52,0,12,0,2420,0,6.8,0,43.3,0
0,0.45,3.12,52,0,12,0,2400,0,6.8,0,39.6,0
0,0.5,3.18,52,0,12,0,2400,0,6.8,0,38.1,0
0,0.55,3.25,52,0,12,0,2400,0,6.8,0,34.5,0
0,0.6,3.32,52,0,12,0,2400,0,6.8,0,31.6,0
0,0.4,3.07,49,0,22,0,2420,0,8.8,0,46.1,0
0,0.45,3.13,49,0,22,0,2420,0,8.8,0,45.8,0
0,0.5,3.19,49,0,22,0,2420,0,8.8,0,39.9,0
0,0.55,3.25,49,0,22,0,2420,0,8.8,0,36.3,0
0,0.6,3.33,49,0,22,0,2420,0,8.8,0,34.7,0
0,0.74,3.24,23,0,19,0,2440,0,5.8,0,18.5,0
0,0.78,3.15,47,0,19,0,2440,0,5.8,0,18,0
0,0.81,3.06,73,0,19,0,2440,0,5.8,0,16.5,0
0,0.45,2.68,23,0,19,0,2440,0,5.8,0,33,0
0,0.45,2.59,47,0,19,0,2440,0,5.8,0,34.5,0
0,0.45,2.51,73,0,19,0,2440,0,5.8,0,34,0
0,0.65,3.29,20,0,16,0,2400,0,5,0,31.7,0
0,0.65,3.08,50,0,16,0,2400,0,5,0,32.4,0
0,0.65,2.75,100,0,16,0,2400,0,5,0,30.1,0
0,0.5,2.47,20,0,16,0,2400,0,5,0,43.7,0
0,0.5,2.34,50,0,16,0,2400,0,5,0,37.5,0
0,0.5,2.13,100,0,16,0,2400,0,5,0,40.5,0
0,0.45,3.39,63,0,19,0,2420,0,5.4,0,41.4,0
0,0.45,2.27,100,0,19,0,2420,0,5.4,0,43.9,0
0,0.45,3.06,74,0,19,0,2500,0,3.3,0,44.8,0
0,0.45,2.48,100,0,19,0,2500,0,3.3,0,45.9,0
0,0.45,3.12,52,0,12,0,2400,0,6.8,0,39.6,0
0,0.5,3.18,52,0,12,0,2400,0,6.8,0,38.1,0
0,0.55,3.25,52,0,12,0,2400,0,6.8,0,34.5,0
0,0.6,3.32,52,0,12,0,2400,0,6.8,0,31.6,0
0,0.4,3.07,49,0,22,0,2420,0,8.8,0,46.1,0
0,0.45,3.13,49,0,22,0,2420,0,8.8,0,45.8,0
0,0.5,3.19,49,0,22,0,2420,0,8.8,0,39.9,0
0,0.55,3.25,49,0,22,0,2420,0,8.8,0,36.3,0
0,0.6,3.33,49,0,22,0,2420,0,8.8,0,34.7,0
0,0.74,3.24,23,0,19,0,2440,0,5.8,0,18.5,0
0,0.78,3.15,47,0,19,0,2440,0,5.8,0,18,0
0,0.81,3.06,73,0,19,0,2440,0,5.8,0,16.5,0
0,0.45,2.68,23,0,19,0,2440,0,5.8,0,33,0
0,0.45,2.59,47,0,19,0,2440,0,5.8,0,34.5,0
0,0.45,2.51,73,0,19,0,2440,0,5.8,0,34,0
0,0.65,3.29,20,0,16,0,2400,0,5,0,31.7,0
0,0.65,3.08,50,0,16,0,2400,0,5,0,32.4,0
0,0.65,2.75,100,0,16,0,2400,0,5,0,30.1,0
0,0.5,2.47,20,0,16,0,2400,0,5,0,43.7,0
0,0.5,2.34,50,0,16,0,2400,0,5,0,37.5,0
0,0.5,2.13,100,0,16,0,2400,0,5,0,40.5,0
0,0.45,3.39,63,0,19,0,2420,0,5.4,0,41.4,0
0,0.45,2.27,100,0,19,0,2420,0,5.4,0,43.9,0
0,0.45,3.06,74,0,19,0,2500,0,3.3,0,44.8,0
0,0.45,2.48,100,0,19,0,2500,0,3.3,0,45.9,0
0,0.44,3.08,50,0,20,0,2340,0,5.3,0,31,0
0,0.42,2.91,100,0,20,0,2340,0,5.3,0,34,0
0,0.55,3.19,5,0,12,0,2010,0,10.9,0,40,0
0,0.55,3.52,14,0,12,0,2010,0,10.9,0,38.6,0
0,0.56,3.84,21,0,12,0,2010,0,10.9,0,37.6,0
0,1.26,10.3,35,0,12,0,2010,0,10.9,0,38.6,0
0,0.45,3.34,5,0,12,0,2010,0,10.9,0,53.7,0
0,0.47,3.66,14,0,12,0,2010,0,10.9,0,51,0
0,0.48,3.98,21,0,12,0,2010,0,10.9,0,47.8,0
0,0.51,4.77,35,0,12,0,2010,0,10.9,0,45.1,0
0,0.39,3.44,5,0,12,0,2010,0,10.9,0,64.6,0
0,0.4,3.79,14,0,12,0,2010,0,10.9,0,65.4,0
0,0.41,4.12,21,0,12,0,2010,0,10.9,0,63.2,0
0,0.43,4.96,35,0,12,0,2010,0,10.9,0,63,0
0,0.64,3.45,100,0,10,0,2360,0,4.7,0,38.6,0
0,0.58,3.14,100,0,10,0,2280,0,6.2,0,38.1,0
0,0.49,2.61,100,0,10,0,2220,0,7.8,0,39.3,0
0,0.41,2.1,100,0,10,0,2360,0,4.7,0,60.1,0
0,0.38,1.84,100,0,10,0,2280,0,6.2,0,60.2,0
0,0.3,1.47,100,0,10,0,2220,0,7.8,0,62.8,0
0,0.41,1.71,15,0,20,0,2330,0,4.4,0,50.8,0
0,0.41,1.71,30,0,20,0,2330,0,4.4,0,44.9,0
0,0.41,1.71,45,0,20,0,2330,0,4.4,0,44.6,0
0,0.41,1.71,60,0,20,0,2330,0,4.4,0,42.4,0
0,0.41,1.71,15,0,20,0,2370,0,4,0,54,0
0,0.41,1.71,30,0,20,0,2370,0,4,0,56,0
0,0.41,1.71,45,0,20,0,2370,0,4,0,54.4,0
0,0.41,1.71,60,0,20,0,2370,0,4,0,40.6,0
0,0.41,1.71,15,0,20,0,2390,0,3.6,0,55.2,0
0,0.41,1.71,30,0,20,0,2390,0,3.6,0,53.5,0
0,0.41,1.71,45,0,20,0,2390,0,3.6,0,56.9,0
0,0.41,1.71,60,0,20,0,2390,0,3.6,0,54.7,0
0,0.41,1.71,15,0,20,0,2320,0,4.6,0,50.5,0
0,0.41,1.71,30,0,20,0,2320,0,4.6,0,48.9,0
0,0.41,1.71,45,0,20,0,2320,0,4.6,0,45.8,0
0,0.41,1.71,60,0,20,0,2320,0,4.6,0,40,0
0,0.41,1.71,15,0,20,0,2390,0,3.7,0,54.4,0
0,0.41,1.71,30,0,20,0,2390,0,3.7,0,50.2,0
0,0.41,1.71,45,0,20,0,2390,0,3.7,0,49.5,0
0,0.41,1.71,60,0,20,0,2390,0,3.7,0,40.4,0
0,0.41,1.71,15,0,20,0,2390,0,3.5,0,45,0
0,0.41,1.71,30,0,20,0,2390,0,3.5,0,46.9,0
0,0.41,1.71,45,0,20,0,2390,0,3.5,0,51.4,0
0,0.41,1.71,60,0,20,0,2390,0,3.5,0,53.2,0
0,0.41,1.71,15,0,20,0,2380,0,3.8,0,55.3,0
0,0.41,1.71,30,0,20,0,2380,0,3.8,0,55.9,0
0,0.41,1.71,45,0,20,0,2380,0,3.8,0,52.6,0
0,0.41,1.71,60,0,20,0,2380,0,3.8,0,48,0
0,0.41,1.71,15,0,20,0,2380,0,3.8,0,49.1,0
0,0.41,1.71,30,0,20,0,2380,0,3.8,0,49.9,0
0,0.41,1.71,45,0,20,0,2380,0,3.8,0,50.3,0
0,0.41,1.71,60,0,20,0,2380,0,3.8,0,47.5,0
0,0.41,1.71,15,0,20,0,2400,0,3.5,0,43.2,0
0,0.41,1.71,30,0,20,0,2400,0,3.5,0,53.7,0
0,0.41,1.71,45,0,20,0,2400,0,3.5,0,50,0
0,0.41,1.71,60,0,20,0,2400,0,3.5,0,43.3,0
0,0.41,1.71,15,0,20,0,2370,0,4,0,52.9,0
0,0.41,1.71,30,0,20,0,2370,0,4,0,49.9,0
0,0.41,1.71,45,0,20,0,2370,0,4,0,53.7,0
0,0.41,1.71,60,0,20,0,2370,0,4,0,46,0
0,0.5,2.39,100,0,25,0,2452,0,4.1,0,51,0
0,0.5,2.39,100,0,25,0,2452,0,4.1,0,49,0
0,0.5,2.39,100,0,25,0,2452,0,4.1,0,48,0
0,0.5,2.5,48,0,25,0,2452,0,4.1,0,51,0
0,0.5,2.5,48,0,25,0,2452,0,4.1,0,51,0
0,0.5,2.5,48,0,25,0,2452,0,4.1,0,51,0
0,0.5,2.54,23,0,25,0,2452,0,4.1,0,52,0
0,0.5,2.54,23,0,25,0,2452,0,4.1,0,50,0
0,0.5,2.54,23,0,25,0,2452,0,4.1,0,49,0
0,0.28,2,100,0,25,0,2260,0,7.5,0,38.3,0
0,0.28,2,100,0,25,0,2260,0,7.5,0,32.9,0
0,0.23,2,100,0,25,0,2260,0,7.5,0,33.2,0
0,0.34,2.4,100,0,25,0,2260,0,7.5,0,31.3,0
0,0.34,2.4,100,0,25,0,2260,0,7.5,0,28.4,0
0,0.28,2.4,100,0,25,0,2260,0,7.5,0,28,0
0,0.43,3.1,100,0,25,0,2260,0,7.5,0,26.5,0
0,0.43,3.1,100,0,25,0,2260,0,7.5,0,23.3,0
0,0.35,3.1,100,0,25,0,2260,0,7.5,0,21.6,0
0,0.49,3.5,100,0,25,0,2260,0,7.5,0,21.6,0
0,0.49,3.5,100,0,25,0,2260,0,7.5,0,18,0
0,0.4,3.5,100,0,25,0,2260,0,7.5,0,18.8,0
0,0.59,4.2,100,0,25,0,2260,0,7.5,0,16.1,0
0,0.59,4.2,100,0,25,0,2260,0,7.5,0,13.4,0
0,0.48,4.2,100,0,25,0,2260,0,7.5,0,13.9,0
0,0.65,3.34,20,0,20,0,2320,0,5.3,0,41,0
0,0.65,3.31,50,0,20,0,2320,0,5.3,0,44,0
0,0.65,3.02,100,0,20,0,2320,0,5.3,0,45,0
0,0.5,2.49,20,0,20,0,2320,0,5.3,0,50.5,0
0,0.5,2.48,50,0,20,0,2320,0,5.3,0,45,0
0,0.5,2.3,100,0,20,0,2320,0,5.3,0,56,0
0,0.65,3.36,20,0,20,0,2320,0,5.3,0,33.5,0
0,0.65,2.97,50,0,20,0,2320,0,5.3,0,32,0
0,0.65,2.33,100,0,20,0,2320,0,5.3,0,32,0
0,0.5,2.52,20,0,20,0,2320,0,5.3,0,44,0
0,0.5,2.24,50,0,20,0,2320,0,5.3,0,41,0
0,0.5,1.8,100,0,20,0,2320,0,5.3,0,41.5,0
0,0.55,3.23,20,0,20,0,2320,0,5.3,0,44,0
0,0.55,3.02,50,0,20,0,2320,0,5.3,0,41,0
0,0.55,2.84,100,0,20,0,2320,0,5.3,0,33.5,0
0,0.45,2.9,20,0,20,0,2320,0,5.3,0,53.5,0
0,0.45,2.68,50,0,20,0,2320,0,5.3,0,54,0
0,0.45,2.5,100,0,20,0,2320,0,5.3,0,40,0
0,0.42,2.58,50,0,20,0,2330,0,6.1,0,41.6,0
0,0.51,2.28,100,0,20,0,2330,0,6.1,0,31.4,0
0,0.52,2.58,50,0,20,0,2330,0,6.1,0,35.5,0
0,0.61,2.28,100,0,20,0,2330,0,6.1,0,26,0
0,0.44,2.58,50,0,20,0,2320,0,5.8,0,44.6,0
0,0.51,2.28,100,0,20,0,2320,0,5.8,0,36.7,0
0,0.62,2.28,100,0,20,0,2320,0,5.8,0,29.5,0
0,0.41,2.77,20,0,20,0,2360,0,3.9,0,46.1,0
0,0.42,2.58,50,0,20,0,2360,0,3.9,0,45.1,0
0,0.45,2.28,100,0,20,0,2360,0,3.9,0,42.9,0
0,0.5,2.77,20,0,20,0,2360,0,3.9,0,39.3,0
0,0.52,2.58,50,0,20,0,2360,0,3.9,0,39.5,0
0,0.54,2.28,100,0,20,0,2360,0,3.9,0,37.7,0
0,0.42,2.77,20,0,20,0,2350,0,4.5,0,48.1,0
0,0.43,2.58,50,0,20,0,2350,0,4.5,0,41,0
0,0.4,2.28,100,0,20,0,2350,0,4.5,0,38.7,0
0,0.51,2.77,20,0,20,0,2350,0,4.5,0,42.7,0
0,0.52,2.58,50,0,20,0,2350,0,4.5,0,35.4,0
0,0.5,2.28,100,0,20,0,2350,0,4.5,0,31.4,0
0,0.42,2.77,20,0,20,0,2350,0,4.7,0,48.5,0
0,0.42,2.58,50,0,20,0,2350,0,4.7,0,45.4,0
0,0.43,2.28,100,0,20,0,2350,0,4.7,0,37,0
0,0.52,2.77,20,0,20,0,2350,0,4.7,0,41.3,0
0,0.52,2.58,50,0,20,0,2350,0,4.7,0,36.8,0
0,0.56,2.28,100,0,20,0,2350,0,4.7,0,31.2,0
0,0.47,3.7,19,0,20,0,2336,0,3.6,0,50,0
0,0.47,3.63,48,0,20,0,2315,0,3.6,0,45.3,0
0,0.47,3.57,74,0,20,0,2295,0,3.6,0,44,0
0,0.6,3.43,20,0,16,0,2380,0,6.9,0,42.9,0
0,0.6,3.36,50,0,16,0,2380,0,6.9,0,42.5,0
0,0.6,3.15,100,0,16,0,2380,0,6.9,0,40.9,0
0,0.5,2.62,20,0,16,0,2380,0,6.9,0,51.6,0
0,0.5,2.53,50,0,16,0,2380,0,6.9,0,51.6,0
0,0.5,2.41,100,0,16,0,2380,0,6.9,0,50.3,0
0,0.68,3.58,100,0,20,0,2450,0,3.1,0,35,0
0,0.68,3.42,100,0,20,0,2370,0,7.1,0,29.2,0
0,0.68,3.42,100,0,20,0,2360,0,7.8,0,27.7,0
0,0.51,3.11,100,0,20,0,2450,0,3.1,0,47.6,0
0,0.51,2.97,100,0,20,0,2370,0,7.1,0,42,0
0,0.51,2.97,100,0,20,0,2360,0,7.8,0,42.9,0
0,0.44,2.42,100,0,20,0,2450,0,3.1,0,60,0
0,0.44,2.31,100,0,20,0,2370,0,7.1,0,53.7,0
0,0.44,2.31,100,0,20,0,2360,0,7.8,0,53.2,0
0,0.34,2.14,100,0,20,0,2450,0,3.1,0,78.2,0
0,0.34,2.02,100,0,20,0,2370,0,7.1,0,71.2,0
0,0.34,2.02,100,0,20,0,2360,0,7.8,0,65.4,0
0,0.5,3.02,28,0,19,0,2570,0,2.7,0,33.6,0
0,0.5,2.95,57,0,19,0,2570,0,2.7,0,30.4,0
0,0.5,2.85,100,0,19,0,2570,0,2.7,0,29.1,0
0,0.65,3.15,20,0,20,0,2300,0,5.2,0,39.5,0
0,0.65,3.24,50,0,20,0,2300,0,5.2,0,40.8,0
0,0.65,3.17,100,0,20,0,2300,0,5.2,0,43.7,0
0,0.65,3.05,20,0,20,0,2300,0,5.5,0,41,0
0,0.65,3,50,0,20,0,2300,0,5.5,0,38.8,0
0,0.65,2.85,100,0,20,0,2300,0,5.5,0,39.9,0
0,1.02,4.6,100,0,22,0,2451,0,7.8,0,19.7,0
0,0.7,3.36,100,0,22,0,2387,0,6.9,0,35.7,0
0,0.46,2.78,100,0,22,0,2362,0,4.2,0,66.8,0
0,1.01,4.62,100,0,22,0,2456,0,7.5,0,21.8,0
0,0.69,3.46,100,0,22,0,2455,0,6.4,0,36.1,0
0,0.45,2.94,100,0,22,0,2496,0,4.2,0,68.5,0
0,0.99,4.54,100,0,22,0,2401,0,7.6,0,21,0
0,0.67,3.53,100,0,22,0,2484,0,5.4,0,41.1,0
0,0.43,2.81,100,0,22,0,2363,0,3.6,0,70.2,0
0,0.98,4.65,100,0,22,0,2447,0,6.9,0,23.6,0
0,0.68,3.44,100,0,22,0,2458,0,5.8,0,39.7,0
0,0.45,2.9,100,0,22,0,2464,0,3.9,0,66.5,0
0,0.65,3.34,20,0,19,0,2320,0,5.3,0,49.3,0
0,0.65,3.31,50,0,19,0,2320,0,5.3,0,47.5,0
0,0.65,3.02,100,0,19,0,2320,0,5.3,0,53.7,0
0,0.34,2.02,100,0,20,0,2360,0,7.8,0,65.4,0
0,0.5,3.02,28,0,19,0,2570,0,2.7,0,33.6,0
0,0.5,2.95,57,0,19,0,2570,0,2.7,0,30.4,0
0,0.5,2.85,100,0,19,0,2570,0,2.7,0,29.1,0
0,0.65,3.15,20,0,20,0,2300,0,5.2,0,39.5,0
0,0.65,3.24,50,0,20,0,2300,0,5.2,0,40.8,0
0,0.65,3.17,100,0,20,0,2300,0,5.2,0,43.7,0
0,0.65,3.05,20,0,20,0,2300,0,5.5,0,41,0
0,0.65,3,50,0,20,0,2300,0,5.5,0,38.8,0
0,0.65,2.85,100,0,20,0,2300,0,5.5,0,39.9,0
0,1.02,4.6,100,0,22,0,2451,0,7.8,0,19.7,0
0,0.7,3.36,100,0,22,0,2387,0,6.9,0,35.7,0
0,0.46,2.78,100,0,22,0,2362,0,4.2,0,66.8,0
0,1.01,4.62,100,0,22,0,2456,0,7.5,0,21.8,0
0,0.69,3.46,100,0,22,0,2455,0,6.4,0,36.1,0
0,0.45,2.94,100,0,22,0,2496,0,4.2,0,68.5,0
0,0.99,4.54,100,0,22,0,2401,0,7.6,0,21,0
0,0.67,3.53,100,0,22,0,2484,0,5.4,0,41.1,0
0,0.43,2.81,100,0,22,0,2363,0,3.6,0,70.2,0
0,0.98,4.65,100,0,22,0,2447,0,6.9,0,23.6,0
0,0.68,3.44,100,0,22,0,2458,0,5.8,0,39.7,0
0,0.45,2.9,100,0,22,0,2464,0,3.9,0,66.5,0
0,0.65,3.34,20,0,19,0,2320,0,5.3,0,49.3,0
0,0.65,3.31,50,0,19,0,2320,0,5.3,0,47.5,0
0,0.65,3.02,100,0,19,0,2320,0,5.3,0,53.7,0
